topic	url	warc_file	doc_offset	doc_length	sentence_hash	sentence	start_in_text	length_in_text	merged_segments	ANNOTATOR_00	ANNOTATOR_01	ANNOTATOR_02	ANNOTATOR_03	ANNOTATOR_04	ANNOTATOR_05	ANNOTATOR_06	ANNOTATOR_07	ANNOTATOR_08	ANNOTATOR_09	ANNOTATOR_10	ANNOTATOR_11	ANNOTATOR_12	ANNOTATOR_13	ANNOTATOR_14	ANNOTATOR_15	ANNOTATOR_16	ANNOTATOR_17	ANNOTATOR_18	ANNOTATOR_19	ANNOTATOR_20	ANNOTATOR_21	ANNOTATOR_22	ANNOTATOR_23	ANNOTATOR_24	ANNOTATOR_25	ANNOTATOR_26	ANNOTATOR_27	ANNOTATOR_28	ANNOTATOR_29	ANNOTATOR_30	ANNOTATOR_31	ANNOTATOR_32	ANNOTATOR_33	ANNOTATOR_34	ANNOTATOR_35	ANNOTATOR_36	ANNOTATOR_37	ANNOTATOR_38	ANNOTATOR_39	ANNOTATOR_40	ANNOTATOR_41	ANNOTATOR_42	ANNOTATOR_43	ANNOTATOR_44	ANNOTATOR_45	ANNOTATOR_46	ANNOTATOR_47	ANNOTATOR_48	ANNOTATOR_49	ANNOTATOR_50	ANNOTATOR_51	ANNOTATOR_52	ANNOTATOR_53	ANNOTATOR_54	ANNOTATOR_55	ANNOTATOR_56	ANNOTATOR_57	ANNOTATOR_58	ANNOTATOR_59	ANNOTATOR_60	ANNOTATOR_61	ANNOTATOR_62	ANNOTATOR_63	ANNOTATOR_64	ANNOTATOR_65	ANNOTATOR_66	ANNOTATOR_67	ANNOTATOR_68	ANNOTATOR_69	ANNOTATOR_70	ANNOTATOR_71	ANNOTATOR_72	ANNOTATOR_73	ANNOTATOR_74	ANNOTATOR_75	ANNOTATOR_76	ANNOTATOR_77	ANNOTATOR_78	ANNOTATOR_79	ANNOTATOR_80	ANNOTATOR_81	ANNOTATOR_82	ANNOTATOR_83	ANNOTATOR_84	ANNOTATOR_85	ANNOTATOR_86	ANNOTATOR_87	ANNOTATOR_88	ANNOTATOR_89	ANNOTATOR_90	ANNOTATOR_91	ANNOTATOR_92	ANNOTATOR_93	ANNOTATOR_94	ANNOTATOR_95	ANNOTATOR_96	ANNOTATOR_97
abortion	http://promptpapers.com/research-paper-topics.php?tid=3449394&topic=unborn	crawl-data/CC-MAIN-2016-07/segments/1454701163512.72/warc/CC-MAIN-20160205193923-00212-ip-10-236-182-209.ec2.internal.warc.gz	178398798	10807	f7bd7efd10bd28bc51991c41f42565fa		15749	134	('false', '(0,133);', 'pro;')						('false', '(0,48);(50,47);(103,30);', 'pro;pro;pro;')																																												('false', '(9,39);', 'pro;')						('false', '(0,48);', 'pro;')						('false', '(0,48);(50,47);(103,30);', 'pro;pro;pro;')																																		('false', '(0,133);', 'pro;')		
abortion	http://www.conservapedia.com/Abortion_and_mortality_rates	crawl-data/CC-MAIN-2016-07/segments/1454701149377.17/warc/CC-MAIN-20160205193909-00239-ip-10-236-182-209.ec2.internal.warc.gz	349050880	12112	a497c849ec8cedeab0e22bc51502a9c4		375	152	('false', '(57,74);', 'pro;')						('false', '(0,131);', 'pro;')																																														('false', '(45,106);', 'con;')									('false', '(57,74);', 'pro;')																															('true', None, None)						('true', None, None)
abortion	http://www.rollingstone.com/politics/news/the-seven-most-common-lies-about-abortion-20140226	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00203-ip-10-236-182-209.ec2.internal.warc.gz	626672270	30936	ec93c277277f6d8d156bfab48c5ca780		6995	166	('false', '(0,71);(77,88);', 'pro;pro;')																															('true', None, None)																				('false', '(0,71);(77,88);', 'pro;pro;')			('true', None, None)														('false', '(0,71);(77,88);', 'pro;pro;')																														('true', None, None)
abortion	https://en.wikipedia.org/wiki/Unsafe_abortion	crawl-data/CC-MAIN-2016-07/segments/1454701146550.16/warc/CC-MAIN-20160205193906-00211-ip-10-236-182-209.ec2.internal.warc.gz	790210342	26941	0d6102cbcbf327dc3e3291084de3d6cd		3861	191	('false', '(131,59);', 'pro;')															('true', None, None)														('false', '(131,59);', 'pro;')																																							('true', None, None)														('false', '(131,59);', 'pro;')														('true', None, None)		
abortion	http://www.studymode.com/subjects/effects-of-abortion-to-society-page1.html	crawl-data/CC-MAIN-2016-07/segments/1454701157443.43/warc/CC-MAIN-20160205193917-00327-ip-10-236-182-209.ec2.internal.warc.gz	668484458	15857	355b369c2a20a61b83633ffd77a7cfa9		1328	200	('false', '(18,181);', 'pro;')																		('false', '(18,181);', 'pro;')																									('false', '(18,181);', 'pro;')																		('false', '(18,38);(58,72);(136,63);', 'pro;pro;pro;')																																			('true', None, None)		('true', None, None)
abortion	http://www.jewishworldreview.com/cols/tyrrell020614.php3	crawl-data/CC-MAIN-2016-07/segments/1454701146550.16/warc/CC-MAIN-20160205193906-00160-ip-10-236-182-209.ec2.internal.warc.gz	481257676	13184	80b8f93c8c704faf1a7d474394bb4d04		2094	83	('false', '(26,56);', 'pro;')																						('false', '(26,56);', 'pro;')									('true', None, None)									('true', None, None)																						('false', '(26,56);', 'pro;')																																		('false', '(26,56);', 'pro;')		
abortion	http://www.hindawi.com/journals/isrn/2012/612081/	crawl-data/CC-MAIN-2016-07/segments/1454701168998.49/warc/CC-MAIN-20160205193928-00332-ip-10-236-182-209.ec2.internal.warc.gz	473396011	27793	9283167a2f27458d5bbce70830d84945		33017	162	('false', '(0,161);', 'pro;')															('false', '(0,161);', 'pro;')												('false', '(0,161);', 'pro;')			('true', None, None)																																																										('true', None, None)										('false', '(0,161);', 'pro;')
abortion	http://www.prochoiceactionnetwork-canada.org/abortioninfo/misconce.shtml	crawl-data/CC-MAIN-2016-07/segments/1454701158811.82/warc/CC-MAIN-20160205193918-00074-ip-10-236-182-209.ec2.internal.warc.gz	616140285	7691	fb41223784ae137e2cab1828057b0497		12554	162	('false', '(24,137);', 'pro;')																																								('false', '(24,137);', 'pro;')																																							('false', '(98,63);', 'con;')									('true', None, None)			('false', '(39,49);', 'pro;')							('true', None, None)
abortion	http://file.scirp.org/Html/14-8202071_43136.htm	crawl-data/CC-MAIN-2016-07/segments/1454701160822.87/warc/CC-MAIN-20160205193920-00205-ip-10-236-182-209.ec2.internal.warc.gz	81540111	11993	6807cb8d1ccac14394c43d119570b45e		1364	217	('false', '(0,210);', 'pro;')																		('false', '(0,210);', 'pro;')																						('true', None, None)										('false', '(0,210);', 'con;')														('false', '(0,210);', 'pro;')																																		('true', None, None)
abortion	http://choiceatrisk.org/videos.shtml	crawl-data/CC-MAIN-2016-07/segments/1454701152987.97/warc/CC-MAIN-20160205193912-00249-ip-10-236-182-209.ec2.internal.warc.gz	40103751	10431	8a4d720459689467c976117843471f60		846	145	('false', '(37,107);', 'pro;')						('false', '(37,107);', 'pro;')																																														('false', '(0,144);', 'pro;')																																								('true', None, None)				('true', None, None)		('true', None, None)
abortion	http://washparkprophet.blogspot.com/2006/03/what-does-illegal-abortion-look-like.html	crawl-data/CC-MAIN-2016-07/segments/1454701165302.57/warc/CC-MAIN-20160205193925-00280-ip-10-236-182-209.ec2.internal.warc.gz	241392945	25980	1e9103e64b582b43b414f78fc3e99ae5		7974	182	('false', '(29,152);', 'pro;')																		('false', '(33,148);', 'pro;')												('false', '(71,110);', 'pro;')																																('false', '(29,152);', 'pro;')																	('false', '(69,112);', 'pro;')																			('false', '(29,152);', 'pro;')
abortion	http://www.prochoiceactionnetwork-canada.org/abortioninfo/misconce.shtml	crawl-data/CC-MAIN-2016-07/segments/1454701158811.82/warc/CC-MAIN-20160205193918-00074-ip-10-236-182-209.ec2.internal.warc.gz	616140285	7691	0c212261fc7b529ef3fd059863bde7db		5563	143	('false', '(0,142);', 'pro;')						('false', '(0,142);', 'pro;')																									('true', None, None)					('false', '(0,142);', 'pro;')																																('false', '(0,142);', 'pro;')																														('false', '(0,142);', 'pro;')
abortion	http://www.abort73.com/end_abortion/what_about_illegal_abortions/	crawl-data/CC-MAIN-2016-07/segments/1454701161718.0/warc/CC-MAIN-20160205193921-00247-ip-10-236-182-209.ec2.internal.warc.gz	249878255	13155	baf8b1b723d3003ee36c7d25ae1cc199		9190	106	('false', '(0,105);', 'pro;')																															('false', '(0,105);', 'pro;')									('true', None, None)																('false', '(0,105);', 'pro;')																																				('true', None, None)				('true', None, None)		
abortion	http://pac-consortium.org/resources/unsafe-abortion/	crawl-data/CC-MAIN-2016-07/segments/1454701149377.17/warc/CC-MAIN-20160205193909-00032-ip-10-236-182-209.ec2.internal.warc.gz	174854033	11651	f843afea597f01106483189da4145074		0	207	('false', '(107,99);', 'pro;')																															('false', '(107,99);', 'pro;')									('true', None, None)	('false', '(144,22);(171,35);', 'pro;pro;')																				('false', '(107,99);', 'pro;')																								('false', '(107,99);', 'con;')													
abortion	http://amplifyyourvoice.org/u/vanessaaishacoleman/2009/06/01/late-term-abortions/	crawl-data/CC-MAIN-2016-07/segments/1454701160582.7/warc/CC-MAIN-20160205193920-00281-ip-10-236-182-209.ec2.internal.warc.gz	6092764	17341	2fc833a267a8f72d81961c208e4bb434		10775	159	('false', '(7,151);', 'pro;')								('true', None, None)																							('true', None, None)																																	('true', None, None)																												('false', '(7,151);', 'pro;')				('false', '(7,151);', 'pro;')		
abortion	http://www.ifpa.ie/Hot-Topics/Abortion/Public-Opinion	crawl-data/CC-MAIN-2016-07/segments/1454701153998.27/warc/CC-MAIN-20160205193913-00119-ip-10-236-182-209.ec2.internal.warc.gz	456856815	9158	aa61b4c781fbb0a955dd588a890e2eec		4158	216	('false', '(193,22);', 'pro;')					('false', '(193,22);', 'pro;')																											('false', '(34,181);', 'pro;')																																																														('true', None, None)		('true', None, None)		('true', None, None)
abortion	https://www.guttmacher.org/pubs/journals/3026398.html	crawl-data/CC-MAIN-2016-07/segments/1454701154682.35/warc/CC-MAIN-20160205193914-00111-ip-10-236-182-209.ec2.internal.warc.gz	827439611	28404	8db5a9cf37a6b76285dabd24953cf98b		44900	229	('false', '(0,175);', 'pro;')																															('true', None, None)																																					('false', '(0,175);', 'pro;')																							('true', None, None)					('false', '(0,175);', 'pro;')		('true', None, None)
abortion	https://darkflasher.wordpress.com/2009/01/16/persuasive-essay-abortion/	crawl-data/CC-MAIN-2016-07/segments/1454701146196.88/warc/CC-MAIN-20160205193906-00041-ip-10-236-182-209.ec2.internal.warc.gz	760890237	13316	de07cd615609109e7819b234543b4e19		1725	75	('false', '(43,31);', 'pro;')								('false', '(43,31);', 'pro;')							('false', '(43,31);', 'pro;')												('false', '(43,31);', 'pro;')																																																																					('false', '(43,31);', 'pro;')		('false', '(43,31);', 'pro;')
abortion	http://www.womenshealthspecialists.org/our-services/abortion/abortion-myths	crawl-data/CC-MAIN-2016-07/segments/1454701168065.93/warc/CC-MAIN-20160205193928-00249-ip-10-236-182-209.ec2.internal.warc.gz	765050364	8289	b2ac89808a89532bb075cc268d0cdcfe		112	145	('false', '(74,70);', 'con;')																						('false', '(12,132);', 'pro;')																																														('false', '(74,70);', 'con;')																										('false', '(74,29);', 'con;')		('false', '(0,144);', 'pro;')		('false', '(74,70);', 'con;')
abortion	http://essaychief.com/research-essay-topic.php?tid=8541&topic=abortion	crawl-data/CC-MAIN-2016-07/segments/1454701987329.64/warc/CC-MAIN-20160205195307-00213-ip-10-236-182-209.ec2.internal.warc.gz	79947414	11360	187ca15e9cfea8e61ec8700c4fa6a38a		8424	156	('false', '(0,155);', 'pro;')																															('true', None, None)									('false', '(0,155);', 'pro;')																												('false', '(58,97);', 'pro;')														('false', '(0,155);', 'pro;')														('false', '(87,68);', 'pro;')		
abortion	http://www.hindawi.com/journals/isrn/2012/612081/	crawl-data/CC-MAIN-2016-07/segments/1454701168998.49/warc/CC-MAIN-20160205193928-00332-ip-10-236-182-209.ec2.internal.warc.gz	473396011	27793	01a05699908c50a70b40ad3ea00da0a6		25525	150	('false', '(24,98);', 'pro;')																																('true', None, None)																													('false', '(19,103);', 'pro;')																																	('false', '(24,98);', 'pro;')		('true', None, None)		('true', None, None)
abortion	https://en.wikipedia.org/wiki/Pro_choice	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00294-ip-10-236-182-209.ec2.internal.warc.gz	776022976	22770	b3a5e8e76e8dce31137e70533e77af32		771	180	('false', '(37,142);', 'pro;')																															('false', '(37,142);', 'pro;')					('true', None, None)					('false', '(37,88);(130,49);', 'pro;pro;')																				('false', '(37,88);(130,49);', 'pro;pro;')																														('false', '(37,88);', 'pro;')							
abortion	http://skeptics.stackexchange.com/questions/12491/does-banning-abortion-significantly-increase-or-decrease-the-number-of-abortions	crawl-data/CC-MAIN-2016-07/segments/1454701152982.47/warc/CC-MAIN-20160205193912-00267-ip-10-236-182-209.ec2.internal.warc.gz	192173414	19338	edced0351c281f30f9845d2dc025bf63		6036	135	('false', '(23,111);', 'pro;')																														('true', None, None)											('false', '(23,111);', 'pro;')								('false', '(23,111);', 'pro;')																																																('false', '(23,111);', 'pro;')	('false', '(23,111);', 'pro;')
abortion	http://www.hindawi.com/journals/isrn/2012/612081/	crawl-data/CC-MAIN-2016-07/segments/1454701168998.49/warc/CC-MAIN-20160205193928-00332-ip-10-236-182-209.ec2.internal.warc.gz	473396011	27793	cd6059daa8faeb01e0ac3c1f2d25f3d2		27270	116	('false', '(51,64);', 'pro;')																					('true', None, None)																				('true', None, None)																																									('true', None, None)									('false', '(51,64);', 'pro;')			('true', None, None)				
abortion	http://abortiononline.com/abortion-pill/	crawl-data/CC-MAIN-2016-07/segments/1454701152982.47/warc/CC-MAIN-20160205193912-00005-ip-10-236-182-209.ec2.internal.warc.gz	1922103	10439	328cbf9102eb749e9e3b7addbcb90985		5105	49	('false', '(0,48);', 'pro;')						('false', '(0,48);', 'pro;')		('true', None, None)																						('false', '(0,48);', 'pro;')	('true', None, None)										('false', '(0,48);', 'pro;')																																																									
abortion	http://amplifyyourvoice.org/u/vanessaaishacoleman/2009/06/01/late-term-abortions/	crawl-data/CC-MAIN-2016-07/segments/1454701160582.7/warc/CC-MAIN-20160205193920-00281-ip-10-236-182-209.ec2.internal.warc.gz	6092764	17341	a22cca70ad1c6db1fd25b375ef91a9f0		10432	191	('false', '(0,190);', 'pro;')																														('true', None, None)																															('false', '(0,190);', 'pro;')							('true', None, None)											('true', None, None)																('false', '(0,190);', 'pro;')			
abortion	http://www.biology-online.org/kb/print.php?aid=4491	crawl-data/CC-MAIN-2016-07/segments/1454701165378.58/warc/CC-MAIN-20160205193925-00133-ip-10-236-182-209.ec2.internal.warc.gz	306892393	14688	11c1edaf9f50562ca862219b99f78942		16017	187	('false', '(0,186);', 'pro;')																														('true', None, None)																																						('true', None, None)								('false', '(0,186);', 'pro;')			('true', None, None)					('false', '(0,186);', 'pro;')														
abortion	http://www.priestsforlife.org/lte250.html	crawl-data/CC-MAIN-2016-07/segments/1454702032759.79/warc/CC-MAIN-20160205195352-00298-ip-10-236-182-209.ec2.internal.warc.gz	607665850	11843	c32691b4d3aefc17c21cfaac23854f17		9100	146	('false', '(97,48);', 'pro;')						('true', None, None)																								('false', '(97,48);', 'pro;')																																('false', '(17,49);(77,68);', 'pro;pro;')																																		('false', '(97,48);', 'pro;')		('true', None, None)
abortion	http://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-12-743	crawl-data/CC-MAIN-2016-07/segments/1454701157443.43/warc/CC-MAIN-20160205193917-00257-ip-10-236-182-209.ec2.internal.warc.gz	29208601	34233	541a0263e54c9a627c1d36fd4fd9a23b		37003	117	('false', '(0,116);', 'pro;')						('false', '(0,116);', 'pro;')																										('false', '(0,116);', 'pro;')																											('true', None, None)									('false', '(0,116);', 'pro;')																							('true', None, None)							
abortion	https://en.wikipedia.org/wiki/Unsafe_abortion	crawl-data/CC-MAIN-2016-07/segments/1454701146550.16/warc/CC-MAIN-20160205193906-00211-ip-10-236-182-209.ec2.internal.warc.gz	790210342	26941	c7c27aa554278527e91bb24516766274		2034	188	('false', '(0,187);', 'pro;')																															('false', '(0,187);', 'pro;')					('false', '(0,187);', 'pro;')				('true', None, None)																																																('false', '(0,113);', 'pro;')					('false', '(26,161);', 'pro;')					
abortion	http://www.abortionindia.com/abortion-research.html	crawl-data/CC-MAIN-2016-07/segments/1454702018134.95/warc/CC-MAIN-20160205195338-00121-ip-10-236-182-209.ec2.internal.warc.gz	244189209	9891	2f494f0abc2572b087d5d822524eb6ae		459	200	('false', '(15,184);', 'pro;')								('false', '(15,108);', 'pro;')																			('false', '(15,184);', 'pro;')				('true', None, None)																															('false', '(15,184);', 'con;')																														('true', None, None)						
abortion	http://www.alternet.org/story/151800/10_things_i'd_say_to_the_anti-choice_fanatics_trying_to_end_access_to_abortion?paging=off&current_page=1	crawl-data/CC-MAIN-2016-07/segments/1454701166141.55/warc/CC-MAIN-20160205193926-00169-ip-10-236-182-209.ec2.internal.warc.gz	262753169	28003	24d985463d53ab9c3abb5387e0e72b29		5743	220	('false', '(9,54);(65,154);', 'pro;pro;')															('false', '(138,81);', 'pro;')																																														('false', '(69,150);', 'pro;')																					('false', '(0,219);', 'pro;')										('false', '(9,54);', 'pro;')						('false', '(65,154);', 'pro;')
abortion	http://www.politifact.com/ohio/statements/2012/feb/10/nickie-antonio/nickie-antonio-says-restrictive-abortion-laws-actu/	crawl-data/CC-MAIN-2016-07/segments/1454701165484.60/warc/CC-MAIN-20160205193925-00297-ip-10-236-182-209.ec2.internal.warc.gz	613109365	11595	a222dc565bd552a2818bc61200ccf531		5362	199	('false', '(56,142);', 'pro;')																																				('false', '(56,142);', 'pro;')																									('false', '(56,68);(134,64);', 'pro;pro;')																											('false', '(68,130);', 'con;')				('false', '(56,68);', 'pro;')				('false', '(56,142);', 'pro;')		
abortion	http://journals.lww.com/greenjournal/Fulltext/2011/06000/Changes_in_Abortion_Rates_Betweeen_2000_and_2008.14.aspx	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00244-ip-10-236-182-209.ec2.internal.warc.gz	121636214	58702	1b79c29f9963fe6c7b8fbd4533eff010		22310	173	('false', '(18,154);', 'pro;')																																								('false', '(13,159);', 'pro;')																('true', None, None)																									('false', '(18,54);', 'pro;')											('true', None, None)						('false', '(18,154);', 'pro;')
abortion	http://choiceatrisk.org/videos.shtml	crawl-data/CC-MAIN-2016-07/segments/1454701152987.97/warc/CC-MAIN-20160205193912-00249-ip-10-236-182-209.ec2.internal.warc.gz	40103751	10431	f2c6376d1abe40ea09c5d705f5c457a6		4571	83	('false', '(0,82);', 'pro;')						('true', None, None)																																		('true', None, None)																																																						('false', '(0,82);', 'pro;')		('false', '(0,82);', 'pro;')		('true', None, None)
abortion	https://www.scribd.com/doc/59713432/Abortion	crawl-data/CC-MAIN-2016-07/segments/1454701166570.91/warc/CC-MAIN-20160205193926-00066-ip-10-236-182-209.ec2.internal.warc.gz	858248500	41755	aa7122de99ea09222b3968795c011ec6		31317	169	('false', '(4,65);', 'pro;')																															('true', None, None)					('true', None, None)																																('true', None, None)																							('false', '(4,65);', 'pro;')					('true', None, None)		
abortion	http://www.trivia-library.com/c/topical-controversy-abortion-issues-part-2.htm	crawl-data/CC-MAIN-2016-07/segments/1454701167599.48/warc/CC-MAIN-20160205193927-00082-ip-10-236-182-209.ec2.internal.warc.gz	722785900	2970	01e8fb43092da9dd5beb6d5e150ab42f		2537	90	('false', '(0,89);', 'pro;')																															('true', None, None)																									('false', '(0,89);', 'pro;')					('false', '(0,89);', 'pro;')																														('false', '(0,89);', 'pro;')					('false', '(0,89);', 'pro;')		
abortion	http://www.abort73.com/abortion_facts/states/wisconsin/	crawl-data/CC-MAIN-2016-07/segments/1454701162094.74/warc/CC-MAIN-20160205193922-00203-ip-10-236-182-209.ec2.internal.warc.gz	248819792	9932	236cf7c9c90755f24b27e36353ca7f3a		6038	170	('false', '(0,169);', 'pro;')						('true', None, None)																																																														('true', None, None)																							('true', None, None)	('false', '(0,169);', 'pro;')				('false', '(0,169);', 'pro;')		
abortion	http://abortion-kgoods.blogspot.com/2007/10/possible-effects-from-abortion.html	crawl-data/CC-MAIN-2016-07/segments/1454701164289.84/warc/CC-MAIN-20160205193924-00113-ip-10-236-182-209.ec2.internal.warc.gz	2759698	57974	cda8730938ab1f65964f59295fcd3ed9		8372	93	('false', '(0,92);', 'pro;')																																				('false', '(0,92);', 'pro;')													('true', None, None)																			('false', '(0,92);', 'pro;')																	('true', None, None)											('true', None, None)		
abortion	http://afterabortion.org/post-abortion-review-index/	crawl-data/CC-MAIN-2016-07/segments/1454701157472.18/warc/CC-MAIN-20160205193917-00322-ip-10-236-182-209.ec2.internal.warc.gz	3181056	23153	959fd928ab0cf9017ca2c8375b654a0f		14624	195	('false', '(50,131);', 'pro;')																															('true', None, None)																																																			('false', '(50,131);', 'pro;')												('true', None, None)		('false', '(50,131);', 'con;')		('false', '(50,131);', 'pro;')
abortion	http://www.texastribune.org/2013/07/10/evening-brief-texas-headlines-july-10-2013/comments/	crawl-data/CC-MAIN-2016-07/segments/1454701160918.28/warc/CC-MAIN-20160205193920-00176-ip-10-236-182-209.ec2.internal.warc.gz	702914370	26830	8d7bcb76a975ff78484593c7d0a9dd3f		18150	136	('false', '(43,92);', 'pro;')																						('false', '(79,56);', 'pro;')									('true', None, None)																														('false', '(43,92);', 'pro;')																								('false', '(43,92);', 'pro;')											('false', '(79,56);', 'pro;')		
abortion	http://who.int/mediacentre/factsheets/fs388/en/	crawl-data/CC-MAIN-2016-07/segments/1454701962902.70/warc/CC-MAIN-20160205195242-00279-ip-10-236-182-209.ec2.internal.warc.gz	229445189	12092	ec199e2be1cbd34d356e136645251875		757	200	('false', '(0,61);', 'pro;')																											('false', '(0,199);', 'pro;')				('true', None, None)																														('false', '(0,61);', 'pro;')																																	('true', None, None)		('true', None, None)		
abortion	https://en.wikipedia.org/wiki/Abortion_law	crawl-data/CC-MAIN-2016-07/segments/1454701163512.72/warc/CC-MAIN-20160205193923-00314-ip-10-236-182-209.ec2.internal.warc.gz	791252695	36769	ac2bcf6cb6c4f59167ebed22751ae4a8		15008	212	('false', '(87,55);', 'pro;')			('false', '(87,55);', 'pro;')																								('true', None, None)				('true', None, None)																																																															('false', '(80,62);', 'pro;')		('true', None, None)		
abortion	http://enterstageright.com/archive/articles/1106/1106abortion.htm	crawl-data/CC-MAIN-2016-07/segments/1454701146600.56/warc/CC-MAIN-20160205193906-00018-ip-10-236-182-209.ec2.internal.warc.gz	70863114	6106	bc92b7f62c07be49a8201ae3c7fff79f		3578	124	('false', '(82,41);', 'pro;')																															('true', None, None)			('false', '(82,41);', 'pro;')									('true', None, None)								('true', None, None)																																														('true', None, None)	
abortion	http://www.nationmaster.com/country-info/stats/Health/Abortions	crawl-data/CC-MAIN-2016-07/segments/1454701155060.45/warc/CC-MAIN-20160205193915-00232-ip-10-236-182-209.ec2.internal.warc.gz	555825342	18947	bb0ba835de6a77ce18a9f098d3b97ea4		1756	194	('false', '(0,193);', 'pro;')															('true', None, None)																('false', '(0,193);', 'pro;')					('true', None, None)					('false', '(46,147);', 'pro;')																	('true', None, None)																																								
abortion	http://pac-consortium.org/resources/unsafe-abortion/	crawl-data/CC-MAIN-2016-07/segments/1454701149377.17/warc/CC-MAIN-20160205193909-00032-ip-10-236-182-209.ec2.internal.warc.gz	174854033	11651	edae0ea29021cdb3cc92480f11b6b9f8		10554	201	('false', '(0,67);', 'pro;')						('false', '(0,67);', 'pro;')																												('false', '(0,67);', 'pro;')																																		('false', '(0,67);', 'pro;')																								('false', '(0,67);', 'pro;')						('true', None, None)
abortion	http://abortion-humanrights.weebly.com/human-rights.html	crawl-data/CC-MAIN-2016-07/segments/1454701157262.85/warc/CC-MAIN-20160205193917-00045-ip-10-236-182-209.ec2.internal.warc.gz	2057244	6603	0a19f8557c020c4ac8b51a5abff97c4e		1302	219	('false', '(37,84);', 'pro;')						('false', '(37,80);', 'pro;')																								('false', '(51,167);', 'pro;')	('false', '(37,181);', 'con;')										('false', '(37,80);(122,96);', 'con;con;')																																																		('true', None, None)							
abortion	http://www.studymode.com/subjects/disadvantages-of-abortion-page1.html	crawl-data/CC-MAIN-2016-07/segments/1454701158481.37/warc/CC-MAIN-20160205193918-00212-ip-10-236-182-209.ec2.internal.warc.gz	678767389	15524	c40d1ba5e71e4346d101819a5f901b9f		2799	314	('false', '(50,48);(100,62);', 'pro;pro;')						('false', '(50,48);(108,54);', 'pro;pro;')									('false', '(50,48);(100,62);', 'pro;pro;')																			('false', '(50,48);(108,54);', 'pro;pro;')																											('false', '(50,48);(100,62);', 'pro;pro;')																															('true', None, None)						
abortion	http://theologica.blogspot.com/2005/11/abortion-in-america.html	crawl-data/CC-MAIN-2016-07/segments/1454701171770.2/warc/CC-MAIN-20160205193931-00039-ip-10-236-182-209.ec2.internal.warc.gz	207572226	19940	7df63a3e40eab5e9d458eea69b1ab50e		4072	168	('false', '(1,134);', 'pro;')																					('true', None, None)																																	('true', None, None)							('false', '(1,134);', 'pro;')																														('true', None, None)					('false', '(1,165);', 'pro;')		
abortion	http://file.scirp.org/Html/14-8202071_43136.htm	crawl-data/CC-MAIN-2016-07/segments/1454701160822.87/warc/CC-MAIN-20160205193920-00205-ip-10-236-182-209.ec2.internal.warc.gz	81540111	11993	34a0e5f72c92a26648d5beb0adef578e		182	158	('false', '(34,123);', 'pro;')								('false', '(34,123);', 'pro;')			('false', '(34,123);', 'pro;')					('true', None, None)																																																				('false', '(34,123);', 'pro;')	('false', '(0,157);', 'pro;')																													
abortion	http://amplifyyourvoice.org/u/vanessaaishacoleman/2009/06/01/late-term-abortions/	crawl-data/CC-MAIN-2016-07/segments/1454701160582.7/warc/CC-MAIN-20160205193920-00281-ip-10-236-182-209.ec2.internal.warc.gz	6092764	17341	d00fee8cdb9dd41ef1c2fff85215defb		8207	146	('false', '(0,145);', 'pro;')																																		('false', '(0,113);', 'pro;')		('true', None, None)	('false', '(0,145);', 'pro;')																								('false', '(0,145);', 'pro;')											('false', '(0,145);', 'pro;')																										
abortion	http://abortiongang.org/2012/02/16/a-thoughtful-journalists-guide-to-covering-abortion/	crawl-data/CC-MAIN-2016-07/segments/1454701146302.25/warc/CC-MAIN-20160205193906-00236-ip-10-236-182-209.ec2.internal.warc.gz	1601992	18708	2e26afad394ed0cfa3f3ec5ae51ec0c4		2441	194	('false', '(0,164);', 'pro;')															('true', None, None)															('true', None, None)	('true', None, None)																																																													('false', '(0,164);', 'pro;')				('false', '(0,164);', 'pro;')		
abortion	http://www.hotfrog.co.za/find/Womens-Clinic/GT	crawl-data/CC-MAIN-2016-07/segments/1454701159376.39/warc/CC-MAIN-20160205193919-00132-ip-10-236-182-209.ec2.internal.warc.gz	491799944	18467	f35404f61ad63473bfa68d8ef287503e		938	149	('false', '(0,148);', 'pro;')								('true', None, None)																																														('false', '(0,148);', 'pro;')							('false', '(99,49);', 'pro;')																															('true', None, None)					('false', '(0,148);', 'pro;')	
abortion	https://darkflasher.wordpress.com/2009/01/16/persuasive-essay-abortion/	crawl-data/CC-MAIN-2016-07/segments/1454701146196.88/warc/CC-MAIN-20160205193906-00041-ip-10-236-182-209.ec2.internal.warc.gz	760890237	13316	b15e0a8fe1e9ffba6ae65860f3cb4258		1940	203	('false', '(19,158);', 'pro;')																															('true', None, None)			('false', '(19,158);', 'pro;')																											('false', '(19,183);', 'con;')							('false', '(19,183);', 'pro;')																							('true', None, None)							
