topic	sentence_hash	In-Domain	Cross-Domain
cloning	8c87aecc271d5561c3b981685cac4439	Train	Train
cloning	08c9aa0cceb45d26444796207068f8ee	Train	Train
cloning	9de4b18585872d82225e0e5f57683c00	Train	Train
cloning	e7dbf5868423d28b02924deae795096e	Train	Train
cloning	db4ed94e7b24e727cf9fb8213cd013a1	Train	Train
cloning	8fe4a03f4f34807b4b76fc19ed9ce3cc	Train	Train
cloning	b5c79755e191f4cb8f1c77decd4e7abf	Train	Train
cloning	bd9c20fdc001adf2440fb10a30d83d4a	Train	Train
cloning	0a37cb439edff3eb2ada07106ac5d123	Train	Train
cloning	4073382edb5eb7cdf5726e1540b6898f	Train	Train
cloning	2b93eb80472c7966b9dc5263a37f7993	Train	Train
cloning	85057548fc8e5096a3654e13af1cc915	Train	Train
cloning	b0578353cf54409ee3de22043f761bf3	Train	Train
cloning	e3b81911e7db72a1c030ad3953ad8ed0	Train	Train
cloning	831a43a66ebd017b88995e9049f832d4	Train	Train
cloning	45c4ccec7334fce4e28e96a97294b170	Train	Train
cloning	be9f16a564dd72a5aeb614946482c342	Train	Train
cloning	34faa3e0aec144774891baa64d98c61c	Train	Train
cloning	adb0ee605ef41f840d881de8eb799214	Train	Train
cloning	a43aac556e806a819d3b1e5014439f01	Train	Train
cloning	866eb0faa9e126bfdb32ddeb90a58a9d	Train	Train
cloning	2ce5799852a6266ea0ae395f9d375b4b	Train	Train
cloning	3251b2660645b7f0e15b76217990387c	Train	Train
cloning	333f326244a6b08b35c1896dc9bd2856	Train	Train
cloning	57a467f47c4687d39bbcbff58c73abe6	Train	Train
cloning	531283bd2f8a3cd3be6e31e00aa7e48a	Train	Train
cloning	493e5e789a26e5019f884e0280428178	Train	Train
cloning	87bfb0442693d6e974e4d33da733e050	Train	Train
cloning	19d5f5f51091a0400f4b4f42097605ad	Train	Train
cloning	a8d83dc6b402cffa305fad9603f625ea	Train	Train
cloning	34fa068d4c5557ceaa1ba7329c88fb4b	Train	Train
cloning	e22cf4b303e40463223a82d6e5a2de76	Train	Train
cloning	e53dc3fe857d4eb8b8f68ce8dd16cf43	Train	Train
cloning	a7598af86cbdc1f8af3ecdf351cde1e2	Train	Train
cloning	0cfff7b31ed2a0375fd7aa7c91a0f273	Train	Train
cloning	0e11d22bbbd2b94cac2385f8881d2704	Train	Train
cloning	e37b7b43e5fba2a5be03ceff0b4c07c7	Train	Train
cloning	8f466236bc60d5d3bc26c8e32070c79b	Train	Train
cloning	1f4d4947fa5dfc5018a22cc03b329d17	Train	Train
cloning	eb1857602c38dacf8bb4a3553a0338e5	Train	Train
cloning	0065b6c82e4b1a35b545aa566b4d30d4	Train	Train
cloning	ca50f1e962a3cb08e89475256c1626de	Train	Train
cloning	0e3a190e0b0667b9edf270108336bf10	Train	Train
cloning	d955777f29921f0f2c871609c7f021f5	Train	Train
cloning	2a042bda0cd4b6f7b1faf586e52b5390	Train	Train
cloning	16b7f74c491bdb283cdbbed9961b5509	Train	Train
cloning	c432c44bd5c95482b7f801e170d31273	Train	Train
cloning	8338b94b7d376f5b33ff4c0a735e9ef7	Train	Train
cloning	b0156e80e74038b36ce3ffa61678f600	Train	Train
cloning	e1f17260940748151fbd04b941dcbd56	Train	Train
cloning	81e29dc471434850a453531b1506a37b	Train	Train
cloning	27eec1dfe257b97369c41d83af76f810	Train	Train
cloning	da5c80d46371bda7f94cbb5881dd28b0	Train	Train
cloning	23b15ff09f3115a5334b5676673bcebc	Train	Train
cloning	14c13c7003181aa5274dbe0817291cac	Train	Train
cloning	5f2d8bf6bb5c49be6cfe91052532d42c	Train	Train
cloning	e27c972decadee6841e1cb60a357703a	Train	Train
cloning	64f758a76130de93e3aa395481e0e88c	Train	Train
cloning	e39f5114d75fabb7d86b1b80d752f7b6	Train	Train
cloning	95632cc7ea12729eb3e8e69d12e445e1	Train	Train
cloning	45bb5513c1936bcf6c14ecf4ebd19626	Train	Train
cloning	dda4dcadc31df7e7d76edbac304849de	Train	Train
cloning	019245d5cfd86b79a4be6680ab67ed83	Train	Train
cloning	2e27411ea928e98cc83499d63112f2d8	Train	Train
cloning	c251e0435e02b717fed1ecb7d3182122	Train	Train
cloning	47b5f7b26e286b71fe6aa05bcb63afb7	Train	Train
cloning	41abd7ef54c6f14bc8cf14e75b4f8bd0	Train	Train
cloning	f7d9e780775a42877a52732fbf61706a	Train	Train
cloning	e8c503f1be4195dc799146333127c01c	Train	Train
cloning	9d415ffddb273830faa519bb0e4dfd8f	Train	Train
cloning	e79711fd43f767999b6612a848950c98	Train	Train
cloning	410a835ef1691d398841e6f687ce2ba9	Train	Train
cloning	994944b2cae87768fa3e736f7ab91888	Train	Train
cloning	3d7692dd249e04c18668e6a88ec218bb	Train	Train
cloning	d998e715d745241eca0f6782c4adfb94	Train	Train
cloning	d4743133bb420d1b523ee6272cfb3042	Train	Train
cloning	b6f37ca60680d601e7ecf2531ce3ec53	Train	Train
cloning	db7a79c2d7474bcc9b978cc51dbbd02a	Train	Train
cloning	941017af6943c581da80ac87eed36be4	Train	Train
cloning	11b5da7fa093b0e7034b8319dc04accc	Train	Train
cloning	139f97d63af5343f1c1dfd4984f22a20	Train	Train
cloning	ba37804a54e12a3d1dee951e30514014	Train	Train
cloning	be0384fadd74e55ea70dad58a5105ca6	Train	Train
cloning	827da467206370753a61f9d0a6043bed	Train	Train
cloning	664a340852d067af0a010e4ad5e56361	Train	Train
cloning	a0d5721d5aba9f8d99cadee0c3a7a347	Train	Train
cloning	c4c564c9d72af6667fd12cc0270fd0ef	Train	Train
cloning	624d9dae4b816aad83f6507d04d72e4f	Train	Train
cloning	e1083e3f92e592736f599c73d78bc347	Train	Train
cloning	4e958de48776e450b34390fa0ada3c57	Train	Train
cloning	7e77175ee0030bf93525701c7a0f7eb1	Train	Train
cloning	902ddf1c31f6686b31297a5f58400d92	Train	Train
cloning	7b5954523461fedc17204ee1a37ecd21	Train	Train
cloning	a2b7dbbd8d2b43d06b78583724ebb5dd	Train	Train
cloning	e75d820e9998d6568f32c05b0b76b254	Train	Train
cloning	148ebcee30117f234c103905e18ad059	Train	Train
cloning	9dd68dd89b7c358c25fa09cb2cb23b77	Train	Train
cloning	bacafb9f4f76b1724ef0b031ec24d837	Train	Train
cloning	56bbb06edd7a5a719f8d501bf3f78b0c	Train	Train
cloning	6497ae12003cbf6188e99a25648ff603	Train	Train
cloning	02f5e2fbae2e23ea59256b502db735ec	Train	Train
cloning	b01431a3daf89407005d0f1e191ef2ea	Train	Train
cloning	08dbfa2134d7546dc3be6f8ca2a10262	Train	Train
cloning	74e5e0cfdba81974507b18541cf3a1f5	Train	Train
cloning	a480c88d0b012bb8e145ae79453501cd	Train	Train
cloning	69709d651b4735bdb931473c8c046306	Train	Train
cloning	79b9817004549135d79fa5f5827c5667	Train	Train
cloning	33084ac0c73c4caa9e2dd716e0834e97	Train	Train
cloning	c0c90aaaa1a84ff8707052dbb4aaf97f	Train	Train
cloning	ce6d313dda8ae45148ac56971f4d60bf	Train	Train
cloning	472214fede8947c0d1920959dd98ad53	Train	Train
cloning	03b1ded56d59109c7e1e350001f85473	Train	Train
cloning	36860081ee99949fb1ba3c221fbd763a	Train	Train
cloning	46f2162f604603b1f5f8baf6534fe934	Train	Train
cloning	58ee22fd67a2d7640d9247a7bf741e29	Train	Train
cloning	399ddf25b4d5d104f6a09258ebff08c4	Train	Train
cloning	72a9b6a098127d6b11455f021f4d37a9	Train	Train
cloning	373b2eeee7f73297f0d5f752b833d224	Train	Train
cloning	3565bb1963fc19f6f99027e7c0532ce6	Train	Train
cloning	7d3e41f3df1a453c38750260b0e6f929	Train	Train
cloning	6da54192064f3c3ef4c14613e679f0e4	Train	Train
cloning	a607d1d5ccb1380467102f95bd9b5c1c	Train	Train
cloning	e4f3eefe2facf375b5108a1ee66a8c0c	Train	Train
cloning	5b72a7f75e9282b08902a436ac4d57c9	Train	Train
cloning	19818418b2e156cd8a2edad6aa17ccf7	Train	Train
cloning	de726b5830dce38b9631784cd4ea8407	Train	Train
cloning	7aa3cce47bd8dce19821d2f087bcd758	Train	Train
cloning	3a9f02605fb789f54488aca99237290e	Train	Train
cloning	1a651fe9bd3175b3a55f97964ab26223	Train	Train
cloning	c0064cb56dc4c25cfcf1f82023512a1a	Train	Train
cloning	875a274ce3960feb5072ae92b26ac141	Train	Train
cloning	8ef3415c086b732a8a9c0923020cab85	Train	Train
cloning	beeb930e558bd1654efebff8e3ba07fb	Train	Train
cloning	cadf628e5c9828bc25f32b1e720c0fa5	Train	Train
cloning	cfb768229ec87cc07893a0cdae9284a1	Train	Train
cloning	b7d5b7492c36cab0a7183b71a5c97270	Train	Train
cloning	7e2557e309a62c52a37568f1a187c2e6	Train	Train
cloning	1c31a51728073f97ca787d6f4ee57044	Train	Train
cloning	4b42b3a05ba0fad017ecdf7473e4c420	Train	Train
cloning	80b172fe4f1d58ef62634ab6dfb18dd1	Train	Train
cloning	d2a197b8f16d3f2693b1974a98ba6a70	Train	Train
cloning	c0881e201c1aeff2d82697d3938690b6	Train	Train
cloning	948a3aad932bc9865e9508970e04dfdc	Train	Train
cloning	76ab33e71530c60912776143e573aef9	Train	Train
cloning	a3a63a99552c0aa64a4acbfb15e36d21	Train	Train
cloning	8de405b2ad30e9d22ba7aa090244139c	Train	Train
cloning	196d0bad778a4ac71295538b35420786	Train	Train
cloning	737a72da5a7d1e2597a73591ec955e90	Train	Train
cloning	8201e4e2e8dcf2878a77772bab11c113	Train	Train
cloning	0edf9425443fb30df258469b1a9e90cc	Train	Train
cloning	0ec6bc9b9b981443717d35b3aee2c406	Train	Train
cloning	edff140406b788c19275658562739a42	Train	Train
cloning	6f254a588e2ed6adf2acc9003389e816	Train	Train
cloning	bb6b7395383ce10b31f52445c4f6a3dd	Train	Train
cloning	02f0185058a76fc1a4c3b355f938008b	Train	Train
cloning	0799150f8f0611631d6d115f5d7bdb7f	Train	Train
cloning	7c9564fc66c0281e071b46f7dee4d828	Train	Train
cloning	11fab5f27d21e5d83c50f4947b2b51fc	Train	Train
cloning	02f631e2020f36df27cfb8bf11b4a4a3	Train	Train
cloning	879b93792ae0d980128ddc4635d2e950	Train	Train
cloning	fc23fee459a9a41c8fca68299cd962f2	Train	Train
cloning	2c9d590fed14f30852d21ad1c3ce152d	Train	Train
cloning	801e12b80895d07bd187caaf3c92464d	Train	Train
cloning	cf86adf84f15c57166e86296f52715b6	Train	Train
cloning	98e97e9d428159793645691597835f41	Train	Train
cloning	c809ab59c7b59ba14f4e0dd366432b0f	Train	Train
cloning	ca6d2e535d244973d2acf1356dc37f58	Train	Train
cloning	dbaac728dba98041729abdf6e19d594e	Train	Train
cloning	dd9df1ff0da5d2711376dc9b70d4da2a	Train	Train
cloning	2d15dea1226934cb55bfb7de27c31e22	Train	Train
cloning	127d251a6d3400d7fc0fd69a30161743	Train	Train
cloning	9a73544b4b5c298f3e3ffb0bc06e4202	Train	Train
cloning	22a34e3fa8ec18c3b7cd47f4635446ac	Train	Train
cloning	c66d18a0889422afee21da2b855f2d6d	Train	Train
cloning	e3985ff68d5726639c00dcf926eb719e	Train	Train
cloning	4d8dee203ac555456285b49619ad1d91	Train	Train
cloning	2570bf8319df2e6de98a03122620dd0b	Train	Train
cloning	1251e1f27d608a07ac4d73d144425d19	Train	Train
cloning	1f8a7fdeac8d0bc1136e0a2771d3ca2f	Train	Train
cloning	b3adf708acd31db1077914171af55e6f	Train	Train
cloning	31bc7b9f3845070cc791f376bf0ab425	Train	Train
cloning	e70da5c5885fc0ca51c6bf2db7d60aef	Train	Train
cloning	f313a78be57252740f29092c605060c6	Train	Train
cloning	de9551afa588b33fa03bb3252cec34b5	Train	Train
cloning	787e4dd6fa39ae2c84f0b086de4dfec9	Train	Train
cloning	a6df4fdece7959a7fe89fc96e732ad11	Train	Train
cloning	20893114606c476296452b27f07dc114	Train	Train
cloning	4691c8a9805832bd28efce29ddb33706	Train	Train
cloning	2e9bb6179efa0d50a287b34a8eff94a5	Train	Train
cloning	c1ae51884950787e487e3ddd9106fa07	Train	Train
cloning	1a9a268b4f47a74a33319fb549202465	Train	Train
cloning	e65bc56efc9eabebe5858674644c1969	Train	Train
cloning	8d0b9262eb39957463f57751f27f8ee3	Train	Train
cloning	1675994f256e0ca8bc4f69d058e28645	Train	Train
cloning	dff8f7acefd41429d0d80f0dce6adab1	Train	Train
cloning	c5d4d74709a4dd7e4cd8069e5f0b6f8c	Train	Train
cloning	5eb5e36babd2e03d1fa8487a052e7e06	Train	Train
cloning	b9fd874e614042e762df6183c35265d1	Train	Train
cloning	b88da831c5b075859b53e89fe68a5126	Train	Train
cloning	53bd7b1186a698a0425d72559a1bdaaf	Train	Train
cloning	d2a2345b6a5e9f4e64babe231e4ec974	Train	Train
cloning	75c92fadc3573b99a8d9591b6fbf92c6	Train	Train
cloning	7b74ee480192679fce15cb990541da85	Train	Train
cloning	6054344c6c42216faeeb420418e50f58	Train	Train
cloning	d36c23cf80e01e5284dc863b0dc19590	Train	Train
cloning	6dc2ab9f85d196e9cd2032f8d5ec3207	Train	Train
cloning	97303fe40f84f289a1741e16c6a6f1ed	Train	Train
cloning	0703a1d123a13e68203541c77fdcad69	Train	Train
cloning	e82e61d94f1e33ffa537718da7f27c09	Train	Train
cloning	716b268f300ff49e27d153987930a915	Train	Train
cloning	27c56e3bf5037e9af6199fed89df0f77	Train	Train
cloning	69b3e22690f1d273c409ef523d891268	Train	Train
cloning	9043482be2cb597439bf52cd1f7ea022	Train	Train
cloning	07e5e7d84e16be858724815bb8e61acb	Train	Train
cloning	97f5c961be6c4b0ca8483096af2c4821	Train	Train
cloning	ccb6319b3d621eed125df5e2547340b5	Train	Train
cloning	4fab0d8e3b1d0097966842c14eea3cc8	Train	Train
cloning	051eb2e15c2544b3616cf86ffe651da5	Train	Train
cloning	5913d0a21784955dd0d042f816640f1a	Train	Train
cloning	ae4538b3adf604a9ca0f19b7603aa687	Train	Train
cloning	7782edae5cfbeb345565240cc25fe169	Train	Train
cloning	a1f8b20665747b0f943a0cb8653081f4	Train	Train
cloning	8a8361c1889d34507537e93018089be3	Train	Train
cloning	84503a9bbedf031c84c40ba0720d2769	Train	Train
cloning	5291acafa6628e8b4564d50bffc50718	Train	Train
cloning	24c51c04e7912b936aecb7f120bf09cc	Train	Train
cloning	95fa22ff16a08302b2a6330df4810dd4	Train	Train
cloning	6bfa38390b32b30cc0a6865348ed8699	Train	Train
cloning	3abb67003f9796c079256939b0bc9121	Train	Train
cloning	d083d3820b89b0b9c597daa9ccccbc85	Train	Train
cloning	b15017b2f53800a1a8f55ac6c9fbf9fb	Train	Train
cloning	8b233532a06c40062c208960d952c99e	Train	Train
cloning	f64556343e51a21c2bd66bef81fd337c	Train	Train
cloning	be98156eb94fae06f709e8adf9a8bce5	Train	Train
cloning	cf07d379d7bca4d5dae07b454999690e	Train	Train
cloning	94cf790d64bbe4c6418ea598b4ac3ff0	Train	Train
cloning	4d27314f1c2192044ce56562a41becaa	Train	Train
cloning	ebed8bbf171828c549cad220af0aa5c7	Train	Train
cloning	bb40cab3ea758e425a40c273a8c0da18	Train	Train
cloning	73c8a1d71b24b4b95ee1399960354360	Train	Train
cloning	9ed10f4ece16dabb2c1c60968c3313bd	Train	Train
cloning	533035633d02932a3415754aebd70c0a	Train	Train
cloning	be0c744f46243e4a4e2c79800deea10c	Train	Train
cloning	1d911607ba62b2b2239021d0c47710f7	Train	Train
cloning	054a5af87336d643b06242548c413aa0	Train	Train
cloning	2b9e8ae0d94fba1217ce892d53b7548d	Train	Train
cloning	02df370960c6e5eab9083e40e66fdd22	Train	Train
cloning	5796ae8cb8812717cbf4f7839793dd8e	Train	Train
cloning	023c4f5583732384b4cbeee0605fea43	Train	Train
cloning	74751ae34b69d4ae9d523dea755a400c	Train	Train
cloning	57438e74abc4f4583d643db1bf833dce	Train	Train
cloning	03230e356c0e72f1ea8c49dc177532a1	Train	Train
cloning	37b1feb386bfd4f212e7746aba19dacf	Train	Train
cloning	2b154457a6f92b9d7841cff4664aff73	Train	Train
cloning	1079b3c8054aac0f4ae57996c0b1f65b	Train	Train
cloning	a13edb115a2837ea403acad2f6d7544e	Train	Train
cloning	92199cce532baf2630478a5277eca7b0	Train	Train
cloning	d745bb659827e0441b0f26e5b8920aae	Train	Train
cloning	0931b6bd19edcf973340f772347433ed	Train	Train
cloning	85203d933e52abc0eed0d04370e4deae	Train	Train
cloning	d1f8f94d8c743ebc96a7b56e88449ef9	Train	Train
cloning	e0a9ca1ecf0f9414a214c5cd71a1d3c5	Train	Train
cloning	9ec0d29e805070a5c15e0acdc114c8ba	Train	Train
cloning	7d91ccbc5e716892b0266f0a1662ba35	Train	Train
cloning	adb6c390fcafbe55698dc1c4f9fc22b4	Train	Train
cloning	ea58d41563861f91d2774acbaa75a04b	Train	Train
cloning	8334a9cb750711df4fc6b65e69c16de9	Train	Train
cloning	03a36a76f30f412e43e6fd3416010ce8	Train	Train
cloning	3ed4bde7baf351a7fd02c9df5e08d15b	Train	Train
cloning	41a260970f5884551ad5b20b626c0963	Train	Train
cloning	28aec1faf1d4a983f6f36bd37e83eaa6	Train	Train
cloning	ddd8b0ea36ddc0e4778b8a9df47e5c84	Train	Train
cloning	aaf1c1352366f7ad17da8bee4bdeb7de	Train	Train
cloning	708f3d570d721acdf2fc3e37c518ec5f	Train	Train
cloning	e29a7a25ffbce4f893b9ac435f2399f3	Train	Train
cloning	d06de52f72a8541b2a7f140ff7bd404f	Train	Train
cloning	274898adb2bee58328ca69f33f32d6ef	Train	Train
cloning	92f85046498d370678928bd3e060915a	Train	Train
cloning	fb2f80d577c0caad2d759cefa7c1d7cb	Train	Train
cloning	d1d265abd7fa427be73e065116b6f608	Train	Train
cloning	9bd37c0f432289d3f0b644123641fb1b	Train	Train
cloning	0b77b1958408e3a7114ae5d4684fb620	Train	Train
cloning	591bf6a1be5f8f4ece7a8bea34b94b75	Train	Train
cloning	973529bb89141a2cd0ba785da42342c6	Train	Train
cloning	b7da70e42132e8415cb04e86432e69c9	Train	Train
cloning	5fc2109b781fd0900c06ad2e4831957a	Train	Train
cloning	e42eb9f711417c5dbfcd959807c0e6b0	Train	Train
cloning	84b6db17011bb5358389b1cf1583a707	Train	Train
cloning	ee4f63584514727d5f938db547988d94	Train	Train
cloning	5e510b617bc7c3435c36e5075366566d	Train	Train
cloning	15d8bd7b46992eb5f8baea14dec9f1f9	Train	Train
cloning	e3d901c7e033e995708754f7012a8d35	Train	Train
cloning	e1e772f4420e4e84af7819db35cc5f7e	Train	Train
cloning	666625133c4006a38f8c8cc9f6732e4c	Train	Train
cloning	45eee9695a51a397b31ce3e30bedb106	Train	Train
cloning	ac1d44a8bc88f70922c23da558438a3b	Train	Train
cloning	c3ca5e8844c134f3d6c4bf41ef7d3094	Train	Train
cloning	1855d5e5d2027452f3fc1ed6bd7540dd	Train	Train
cloning	2ffad0bb46c1a45ffc1102ca43bb24e9	Train	Train
cloning	21a92821bec30fc39b90af1add1a006a	Train	Train
cloning	201da1f48a2dfe4d88f302559a7aa0cc	Train	Train
cloning	5d740bb3b51cfaf444d1cd038a9448e3	Train	Train
cloning	642a3f309dcbfeccc12a949c11ada025	Train	Train
cloning	a66fdf835f9e27eda3552311471b05b8	Train	Train
cloning	44f238946110a3898a8e5cf974b5b857	Train	Train
cloning	b4170afe387ea1120525168da4e0ca12	Train	Train
cloning	f2a95929bf2b8daaaee42bf69053e330	Train	Train
cloning	1f9dba274771d75a2de67f4ea3de01c3	Train	Train
cloning	045bc5951353dc7d28aedb7b430eb3e7	Train	Train
cloning	f1cd9befbe1bfd7591f66e4707e0d536	Train	Train
cloning	e035cc98dc21ae208afc46bdb18804b6	Train	Train
cloning	21003360ffa87036472fe2e011bcf521	Train	Train
cloning	45c908e3e87bbd57a766fc15efcf1f80	Train	Train
cloning	cd379cacef0eb19eabc12c0ecedac692	Train	Train
cloning	fcde3f0251796dcbe5f51a31c8394cd0	Train	Train
cloning	1386f5451952949e755db193038cddb2	Train	Train
cloning	b712067486e695715a7883335671157d	Train	Train
cloning	ebe3047231124d3b83bd318cc1f4c165	Train	Train
cloning	0b830263ae5b3a279d63a0f6fb8eb295	Train	Train
cloning	d6b93467855736a0d68a700498c14020	Train	Train
cloning	b4fd82735638c92facaa011da75dd952	Train	Train
cloning	814efe7c03993843f672d79bd47dc63d	Train	Train
cloning	6e88934d29f270a424de7e9f74462644	Train	Train
cloning	625c7fe5cdca4343c709f8ba1749276d	Train	Train
cloning	08153deadea3ebe534c2b8799c168350	Train	Train
cloning	103bad356f041152ef6c554c80637ff6	Train	Train
cloning	9129c3f2bc64fd36e6dc3879a1a2a6a1	Train	Train
cloning	4df85e04b22891ddbc24f1fb3398d7e0	Train	Train
cloning	8a24f1435cefcb4504dcfc24ad21731c	Train	Train
cloning	85dfa54a187999b5c8c5c4899ca52baa	Train	Train
cloning	d043da37c7279d54b9253c545c5cc031	Train	Train
cloning	27db0907e7d5cd62b0d1a793a7143f52	Train	Train
cloning	769bae244a289358ff4b0f9c3a80c6df	Train	Train
cloning	97eba94a4538a86382d0fc874e458c34	Train	Train
cloning	6afd6ae12d689c10cb6950a10f4bf888	Train	Train
cloning	04c33458b482931c11cead8cd935c884	Train	Train
cloning	bc72c177fe84ed85776fa08a4adbae81	Train	Train
cloning	1b7eff3e2ff9352f8f72790b7770690b	Train	Train
cloning	ca2094e3dc8b7cd36fc7859066f26d98	Train	Train
cloning	421357ae30839b4a51f2231f7b8483dd	Train	Train
cloning	068d856d1c55f2f8d1f7e69b5c6bd91f	Train	Train
cloning	3f2f3e8e2c4ed8b56c50880b2887d44b	Train	Train
cloning	4c07ad1d16d1072178a8fae8cf6ed403	Train	Train
cloning	3d770319d04413b77e2a1ebb9a4969af	Train	Train
cloning	b847ee1861c6a99d683ecaaeaadedda0	Train	Train
cloning	494db9b6f787466405e685abbebb487f	Train	Train
cloning	63bdb9412c73fdd7c10137ff8262ac4c	Train	Train
cloning	02cbd0e1ca8c87ecabc2ccc55cb84ddb	Train	Train
cloning	931de3f1b872e02c21e79037852872bb	Train	Train
cloning	7639beb0fe1f5b7dfdd4ddea7b182b12	Train	Train
cloning	e9341617a171a646c0dc4feda171a911	Train	Train
cloning	ff81473f251fbe664e05f356eb57456f	Train	Train
cloning	da3968c61009abed1f3c565839885d2b	Train	Train
cloning	1581eb88e1997d1c1166de667f3e53d8	Train	Train
cloning	8182db02804cb2ad851ad7a00a81a328	Train	Train
cloning	30d51c5c461dd071f169c91281b48b0b	Train	Train
cloning	283e12f73959851c15630a4a3ed4a824	Train	Train
cloning	7650132c07e4861a59f02033279fed6f	Train	Train
cloning	6c6a474a54c719c310c31385ad14cee9	Train	Train
cloning	5bbf61cd378bb7e427afa6a5c72c5ae4	Train	Train
cloning	9f39fbf0d0c177d4adaa6be5644b298d	Train	Train
cloning	9a1615777491d7daee5ba1bd1e136afd	Train	Train
cloning	d9230caff5bd80281860d6a1ea6c4f75	Train	Train
cloning	e5efd59ccf54b1d94720e3c84059cff7	Train	Train
cloning	d4454d7c6fea140fab4929b9d83babbf	Train	Train
cloning	897ff6a17e61524cca273e4a113458da	Train	Train
cloning	7eb59d82771ac4bfe95b6382d86acd6b	Train	Train
cloning	cf3c1d4395474da30dd5ec10c540a3c1	Train	Train
cloning	77da906b6e12f2df6c49da981f0771cb	Train	Train
cloning	ce5dcc8af79bc72d8ee641afe9cf35e5	Train	Train
cloning	bcfa0e0242184543ccc107da6319f984	Train	Train
cloning	c867dff762f688599c0ee053cd9cd9cb	Train	Train
cloning	4cf24cbd1c1bce40ce2db1feb511711a	Train	Train
cloning	a7703ab7b4c606d7cba9e8a5f39896f4	Train	Train
cloning	35076188fe8b10540bebbcf659c3ce7b	Train	Train
cloning	02855d0377d2f5fae2d3ccb8c60e15ba	Train	Train
cloning	ec1ec80924facf4407c69d463792113f	Train	Train
cloning	8d6e18fc33f5a507213028354264d004	Train	Train
cloning	224248cb13b038855e24bd5553a0deff	Train	Train
cloning	f6bb5af6d385b62d38b249267aadafb8	Train	Train
cloning	15dd913c492fd44e71767541612c3151	Train	Train
cloning	8f47c8bd6cf1fed85144f338ab34f255	Train	Train
cloning	80054e62f4a283c09925f48943590786	Train	Train
cloning	a4c8b851c4bf1c96cde9d4d7cc031c6c	Train	Train
cloning	2b8a7a2531ed60168702d04e0487ba8a	Train	Train
cloning	4e4df6097881054a64a29818bcc4efb7	Train	Train
cloning	1d1d2a692f7d1c5c84719d6e12c59ed6	Train	Train
cloning	c7f763e707e3a5239b78988276e17dcb	Train	Train
cloning	9f86a9612b24828e9bb2e82027f914eb	Train	Train
cloning	05296fdaf87d234364b2bca48d05ab7b	Train	Train
cloning	3accd5ecc91937b5b0a5de83167ecd5b	Train	Train
cloning	7b1ee380c996628f5a1252719aa6c2da	Train	Train
cloning	6af6eb340b49b9691dca5538f76e8736	Train	Train
cloning	bee6c97946b82a6231e5df5c6e82b8b6	Train	Train
cloning	2fe8a61edbf25484238ef27851d233a2	Train	Train
cloning	74ba56ec72e632c546ab970b718edd0c	Train	Train
cloning	522e325546c8c1c0957ba9552cf0815e	Train	Train
cloning	b642ea7dbe0fa0856cd2c709af9888b4	Train	Train
cloning	8f683cf3a4135173e354d8af774b46e9	Train	Train
cloning	1f2773952f6f5314fce6df7ec1aab870	Train	Train
cloning	ebaf589023d5d057df180a8500bf0445	Train	Train
cloning	27404c557d9937ec52f7fa0d68fde682	Train	Train
cloning	30ae5664627b28ce065623e5e72bc1b5	Train	Train
cloning	fc9685d6d1178013b56eaef3ee64d922	Train	Train
cloning	51c8942b8f240d156d825a0dbcc8611d	Train	Train
cloning	c697f58fcc7e6a4acee6c9d318dd5949	Train	Train
cloning	14c88b4fdc963f6fd86836089baad72d	Train	Train
cloning	14824f8b400b238cb53c11a0cdafa459	Train	Train
cloning	a1bf75f04e3d8c125b673738be799bea	Train	Train
cloning	325466dd770c7d20b878d19edef36b8b	Train	Train
cloning	c79d048e554f340477dbfd6d9cdf7320	Train	Train
cloning	c45b14b062ddf0d9ea28af6cb1be3123	Train	Train
cloning	6fd22023f32e7def9689a93a59356d66	Train	Train
cloning	f1282afeea58117a7f15535d66b8c81e	Train	Train
cloning	fcabde00e77113dbb62323387c519ec8	Train	Train
cloning	ccd522d8b9a657413308b09097eaaa4b	Train	Train
cloning	9bb695442b911b61ee1ec2ea0baecbca	Train	Train
cloning	c49f9330fd3e2b1e1a4def2892c8f0af	Train	Train
cloning	08da8b71af708997500dbb6196115509	Train	Train
cloning	4a0814f62244a24eb59af4a02f5adac1	Train	Train
cloning	2021d19165f9f5701901dac83a7798a7	Train	Train
cloning	8ce575ce4fae8896115939b4a34cd5e1	Train	Train
cloning	57e8fccdce4e8aff41f3a6d51efc8824	Train	Train
cloning	4c82b7afeb93e020736bb06e2fcf8ace	Train	Train
cloning	eb766dda4aead500548365343399dc0e	Train	Train
cloning	1f86728c143772984da322470bf7eaa9	Train	Train
cloning	266a6b12697ca0e2c9735222002df40c	Train	Train
cloning	b332eec210f0c5c845a678a4fb51d1b8	Train	Train
cloning	4ed68715dc1078b09f688ae340e52f04	Train	Train
cloning	69ec6525836dfef6f45a24a4820f2050	Train	Train
cloning	5111b1d22a79e65241ce1aa0c56af558	Train	Train
cloning	5bcca8402fb1bc2efafcc0fc5327150b	Train	Train
cloning	45e3df243a006aa836d51f5efb0bbf8f	Train	Train
cloning	9679a5e7c9761669d3bebbeaa317a4ba	Train	Train
cloning	79e361f3a5707309273e9e4e3d55f80c	Train	Train
cloning	edb8d65296bf461687884af66ee9e772	Train	Train
cloning	9cdcbc5e3346b03c55e01fc76cea497e	Train	Train
cloning	c2c7133533ce97476685efd1fa5308e5	Train	Train
